,formattedAddress,location,rating,businessStatus,userRatingCount,displayName,primaryTypeDisplayName,priceRange,websiteUri
162,"C. 103 por 40 esquina, San José, 97189 Mérida, Yuc., Mexico","{'latitude': 20.9457466, 'longitude': -89.6113972}",4.8,OPERATIONAL,22.0,"{'text': 'Sarali’s', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,https://www.facebook.com/share/1Bd3LqJP3S/?mibextid=wwXIfr
163,"Calle 54 entre 87 y 89, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.9499002, 'longitude': -89.6228802}",5.0,OPERATIONAL,1.0,"{'text': 'MI BUEN GUSTO', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
164,"C. 77 455, entre 40 y 38, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.953836499999998, 'longitude': -89.612894}",3.0,OPERATIONAL,2.0,"{'text': 'Dulce Sabor', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
165,"C. 69 543, entre 24 y 26, Azcorra, 97177 Mérida, Yuc., Mexico","{'latitude': 20.952702, 'longitude': -89.60165649999999}",4.5,OPERATIONAL,332.0,"{'text': 'Kukulcán Cafetería', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://www.facebook.com/KukulcanCafeteria/
166,"C. 73 entre 32 y 34, Vicente Solís, 97180 Mérida, Yuc., Mexico","{'latitude': 20.955239700000003, 'longitude': -89.60821159999999}",4.8,OPERATIONAL,18.0,"{'text': 'Dulce frappé', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",https://www.facebook.com/dulcefrappemerida/
167,"Calle 22 # 542 x 71 y 71a, C. 71, Azcorra, 97177 Mérida, Yuc., Mexico","{'latitude': 20.951177599999998, 'longitude': -89.6016573}",4.9,OPERATIONAL,19.0,"{'text': 'Frappuccino Express', 'languageCode': 'en'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,https://www.facebook.com/CoffeBreeze.Cafeteria/
168,"C. 85 440D, San José, 97189 Mérida, Yuc., Mexico","{'latitude': 20.9476806, 'longitude': -89.61098779999999}",4.4,OPERATIONAL,9.0,"{'text': 'Tu casa mi casa', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
169,"97180, Vicente Solís, 97180 Mérida, Yuc., Mexico","{'latitude': 20.9513712, 'longitude': -89.60894139999999}",,OPERATIONAL,,"{'text': 'Dulce nichh', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,https://www.facebook.com/share/1BbpWD9yYv/?mibextid=wwXIfr
170,"Calle 79ᴬ 468C, entre 28 y 30, Vicente Solís, 97180 Mérida, Yuc., Mexico","{'latitude': 20.948589, 'longitude': -89.606124}",4.5,OPERATIONAL,4.0,"{'text': 'Hollyfood', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,https://www.facebook.com/hollyfoodmid/
171,"C. 19 260, Ricardo Flores Magón, 97173 Mérida, Yuc., Mexico","{'latitude': 20.9567136, 'longitude': -89.5853089}",5.0,OPERATIONAL,13.0,"{'text': 'Giardino Divino Cafetería', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
172,"97179, Miraflores, 97179 Mérida, Yuc., Mexico","{'latitude': 20.9481441, 'longitude': -89.59191609999999}",5.0,OPERATIONAL,1.0,"{'text': 'La Casita del Espresso', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
173,"97195, Miraflores II, 97195 Mérida, Yuc., Mexico","{'latitude': 20.9469376, 'longitude': -89.5877022}",4.9,OPERATIONAL,8.0,"{'text': 'Frappé Universe', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",https://www.facebook.com/profile.php?id=61562725797208&mibextid=ZbWKwL
174,"Calle 14 & Calle 15-C, Ricardo Flores Magón, 97173 Mérida, Yuc., Mexico","{'latitude': 20.9578888, 'longitude': -89.5856584}",5.0,OPERATIONAL,4.0,"{'text': 'Tonic Life Ariana', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
175,"C. 21ᴮ 250, Vergel II, 97173 Mérida, Yuc., Mexico","{'latitude': 20.955038, 'longitude': -89.584689}",5.0,OPERATIONAL,1.0,"{'text': 'Ora Dulce', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
176,"C. 8-B 320, Vergel Ill, 97173 Mérida, Yuc., Mexico","{'latitude': 20.9515432, 'longitude': -89.57980909999999}",4.6,OPERATIONAL,17.0,"{'text': 'ICEDFRAPPY', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,https://www.facebook.com/ICEDFRAPPY/
177,"C. 17 162, Misné, 97173 Mérida, Yuc., Mexico","{'latitude': 20.9543584, 'longitude': -89.5750801}",4.7,OPERATIONAL,14.0,"{'text': 'Esquitería Amariya', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://www.facebook.com/profile.php?id=100063701884892&mibextid=b06tZ0
178,"C. 6ᴬ, Fraccionamiento Acuaparque, 97193 Mérida, Yuc., Mexico","{'latitude': 20.947761399999997, 'longitude': -89.5766532}",4.4,OPERATIONAL,10.0,"{'text': 'Frapperia Oswarmando', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
179,"C. 6-A, Misné, 97173 Mérida, Yuc., Mexico","{'latitude': 20.9561986, 'longitude': -89.5745481}",5.0,OPERATIONAL,1.0,"{'text': 'Santuario michoacano', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
180,"Av Universidad Pedagógica, Vergel II, 97173 Mérida, Yuc., Mexico","{'latitude': 20.952185999999998, 'longitude': -89.58239280000001}",4.3,OPERATIONAL,6.0,"{'text': 'Tropical frappes y machacados', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,https://www.facebook.com/pg/Tropical-426501237558035/about/
181,"C. 17a, Vergel No. 162-x 6 a y 6, Misné, 97173 Mérida, Yuc., Mexico","{'latitude': 20.9538333, 'longitude': -89.57508709999999}",4.9,OPERATIONAL,14.0,"{'text': 'La Algarabía', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://algarabiamid.web.app/
182,"C. 15H 274, Vergel Ill, 97176 Mérida, Yuc., Mexico","{'latitude': 20.9559806, 'longitude': -89.5815507}",,OPERATIONAL,,"{'text': 'Local Piña', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
183,"Valladolid - Merida C-27-km 7 lote 1, San Pedro Noh Pat, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9499027, 'longitude': -89.5598485}",4.6,OPERATIONAL,75.0,"{'text': 'Caf. Y . Lav . La chaparrita', 'languageCode': 'es'}","{'text': 'Restaurant', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
184,"C. 55 316, Francisco Villa Oriente, 97178 Kanasín, Yuc., Mexico","{'latitude': 20.9579517, 'longitude': -89.5628005}",4.6,OPERATIONAL,93.0,"{'text': 'COFFEE TIME FRAPPES & MAS!', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",http://coffeetime.com/
185,"Carretera Merida Cancun, San Pedro, 97370 Mérida, Yuc., Mexico","{'latitude': 20.9499197, 'longitude': -89.56037719999999}",4.3,OPERATIONAL,400.0,"{'text': 'The Italian Coffee Kanasin', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
186,"Merida - Valladolid, Centro, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9530973, 'longitude': -89.5630283}",5.0,OPERATIONAL,6.0,"{'text': 'CAFETERÍA ""LA TOXICA""', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
187,"Calle 2-E, C. 2-B Fraccionamiento Fontana 433, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.955546, 'longitude': -89.5484778}",4.7,OPERATIONAL,25.0,"{'text': 'Chile Seco(Bar Frappés).', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",
188,"C. 4-C, San Pedro Noh Pat, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9498222, 'longitude': -89.55321579999999}",4.1,OPERATIONAL,40.0,"{'text': 'san pedro not pat', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
189,"C 1 x20 y 22, Sta Rosa, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9458022, 'longitude': -89.55399170000001}",5.0,OPERATIONAL,2.0,"{'text': 'Cafetería y loncheria claudia', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
190,"Calle 22 & Calle 25, San Pedro Noh Pat, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9478078, 'longitude': -89.5540321}",5.0,OPERATIONAL,2.0,"{'text': 'Frapperia y postres TEAM LUZ', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
191,"32, Juan Pablo II, 97246 Mérida, Yuc., Mexico","{'latitude': 20.9708603, 'longitude': -89.6836067}",4.7,OPERATIONAL,38.0,"{'text': 'KAT COFFEE', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
192,"C. 43 458, Juan Pablo II, 97246 Mérida, Yuc., Mexico","{'latitude': 20.9674377, 'longitude': -89.6798233}",5.0,OPERATIONAL,9.0,"{'text': 'Frappís Nala', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,https://www.facebook.com/share/16dEzjjqxh/
193,"Calle 26 x49A, Juan Pablo II, 97246 Mérida, Yuc., Mexico","{'latitude': 20.9658633, 'longitude': -89.6805601}",5.0,OPERATIONAL,6.0,"{'text': 'Las Marquesitas', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,https://www.instagram.com/lasmarquesitas_mid?igsh=cWxsbnhuYWFhMzFs
194,"C. 34 396, Juan Pablo II, 97246 Mérida, Yuc., Mexico","{'latitude': 20.9714119, 'longitude': -89.68529029999999}",4.2,OPERATIONAL,5.0,"{'text': 'Cafeteria el apapacho', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,https://www.facebook.com/profile.php?id=100092604783511&mibextid=ZbWKwL
195,"97246, Juan Pablo, 97246 Mérida, Yuc., Mexico","{'latitude': 20.9675586, 'longitude': -89.6868544}",2.5,OPERATIONAL,2.0,"{'text': 'Home Muñequita', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
196,"C. 26 412, Juan Pablo II, 97246 Mérida, Yuc., Mexico","{'latitude': 20.968388800000003, 'longitude': -89.67979319999999}",,OPERATIONAL,,"{'text': 'Capricho', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
197,"C. 51 371-por 22 y 24, Juan Pablo II, 97246 Mérida, Yuc., Mexico","{'latitude': 20.9642341, 'longitude': -89.67913589999999}",5.0,OPERATIONAL,1.0,"{'text': 'TIKI COFFEE BAR', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
198,"C. 53ᴬ 376f, Juan Pablo II, 97246 Mérida, Yuc., Mexico","{'latitude': 20.9638156, 'longitude': -89.6800497}",5.0,OPERATIONAL,8.0,"{'text': 'El Sembrador - Comida y Cafetería', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",
199,"C. 41 435, Juan Pablo II, 97246 Mérida, Yuc., Mexico","{'latitude': 20.9689172, 'longitude': -89.6831887}",,OPERATIONAL,,"{'text': 'Club de nutrición Punto Verde', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
200,"C. 32 383-por 27 y 29, Juan Pablo II, 97246 Mérida, Yuc., Mexico","{'latitude': 20.9720239, 'longitude': -89.6836215}",,OPERATIONAL,,"{'text': 'Dulce Nube Frappes', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,https://www.facebook.com/share/17c1rnPCEt/
201,"C. 18 x 27 y 29, fraccionamiento Mulsay, 97246 Mérida, Yuc., Mexico","{'latitude': 20.9705215, 'longitude': -89.6731217}",5.0,OPERATIONAL,10.0,"{'text': 'Fravelle Café', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
202,"C. 57ᴬ 383, Juan Pablo II, 97246 Mérida, Yuc., Mexico","{'latitude': 20.961643799999997, 'longitude': -89.67735760000001}",4.3,OPERATIONAL,37.0,"{'text': 'Frappucchinos La Condesa', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
203,"505 x, C. 22 57 y 57a, Juan Pablo, 97246 Mérida, Yuc., Mexico","{'latitude': 20.961619799999998, 'longitude': -89.6787105}",4.9,OPERATIONAL,16.0,"{'text': 'ALBORES by taco bel RESTAURANT ,COFFE & DRINKS', 'languageCode': 'es'}","{'text': 'Mexican Restaurant', 'languageCode': 'en-US'}",,https://www.facebook.com/share/1Cg19812qa/
204,"C. 41 26-y 28, Juan Pablo II, 97246 Mérida, Yuc., Mexico","{'latitude': 20.9667179, 'longitude': -89.67810689999999}",3.8,OPERATIONAL,4.0,"{'text': 'El esquite de oro sucursal juanpabloll', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",
205,"Av. 22 435, Juan Pablo II, 97246 Mérida, Yuc., Mexico","{'latitude': 20.9660513, 'longitude': -89.67805729999999}",4.5,OPERATIONAL,6.0,"{'text': 'La 22 Protein Bar', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,https://www.facebook.com/profile.php?id=100058159298988&mibextid=ZbWKwL
206,"D, entre 128 y 128, Calle 13 #115, Bosques de Mulsay, 97246 Mérida, Yuc., Mexico","{'latitude': 20.9722427, 'longitude': -89.6659074}",,OPERATIONAL,,"{'text': 'Potter Coffee', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
207,"C. 41 262, Juan Pablo II, 97246 Mérida, Yuc., Mexico","{'latitude': 20.967075299999998, 'longitude': -89.67509919999999}",4.3,OPERATIONAL,20.0,"{'text': 'Amor & Amor', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://www.facebook.com/profile.php?id=100086874858726&mibextid=ZbWKwL
208,"Calle 120 107a, Xoclán San Manuel, 97245 Mérida, Yuc., Mexico","{'latitude': 20.966634600000003, 'longitude': -89.6636918}",5.0,OPERATIONAL,2.0,"{'text': 'Club de nutrición xoclan', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
209,"C. 118ᴬ 899B, Xoclán la Reja, 97246 Mérida, Yuc., Mexico","{'latitude': 20.9637712, 'longitude': -89.6622191}",5.0,OPERATIONAL,6.0,"{'text': 'Casa de roblo', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
210,"C. 22 56-por 33 y 35, Francisco I. Madero, 97240 Mérida, Yuc., Mexico","{'latitude': 20.9660194, 'longitude': -89.654049}",5.0,OPERATIONAL,2.0,"{'text': 'La Caramela', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
211,"Calle 61, Xoclán San Manuel, 97245 Mérida, Yuc., Mexico","{'latitude': 20.9648702, 'longitude': -89.66507039999999}",4.3,OPERATIONAL,7.0,"{'text': 'Papelería ""Minions"" novedades y regalos', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
212,"Calle 120 107a, Xoclán San Manuel, 97245 Mérida, Yuc., Mexico","{'latitude': 20.9666362, 'longitude': -89.66368179999999}",5.0,OPERATIONAL,1.0,"{'text': 'Club de nutrición Herbalife', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
213,"C. 27 184-por 28 y 30, Francisco I. Madero, 97240 Mérida, Yuc., Mexico","{'latitude': 20.970794100000003, 'longitude': -89.65483669999999}",5.0,OPERATIONAL,1.0,"{'text': 'Aurora café', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
214,"C. 57 814, Xoclán Canto, 97245 Mérida, Yuc., Mexico","{'latitude': 20.9675431, 'longitude': -89.6651272}",5.0,OPERATIONAL,1.0,"{'text': 'Frutacolor', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
215,"Nueva Mulsay II, 97249 Mérida, Yuc., Mexico","{'latitude': 20.9604254, 'longitude': -89.6641909}",4.9,OPERATIONAL,27.0,"{'text': 'Los 2 Potrillos', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
216,"C. 32ᴬ 201A, Francisco I. Madero, 97240 Mérida, Yuc., Mexico","{'latitude': 20.9694802, 'longitude': -89.65851409999999}",4.8,OPERATIONAL,15.0,"{'text': 'Frappería Madero ,tienen servicio a domicilio ?', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",
217,"199Ñ 32, Francisco I. Madero, 97240 Mérida, Yuc., Mexico","{'latitude': 20.9706731, 'longitude': -89.6576424}",,OPERATIONAL,,"{'text': 'HoryHundo', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
218,"Cto. Colonias, Francisco I. Madero, 97240 Mérida, Yuc., Mexico","{'latitude': 20.9705077, 'longitude': -89.6577339}",,OPERATIONAL,,"{'text': 'Dulce paladar CAFETERIA', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
219,"C. 90 499, Bojórquez, 97230 Mérida, Yuc., Mexico","{'latitude': 20.97139, 'longitude': -89.6440928}",4.6,OPERATIONAL,12.0,"{'text': 'CAFETERÍA Y LONCHERÍA LA "" LA ESTACIÓN ""', 'languageCode': 'es'}","{'text': 'Cafeteria', 'languageCode': 'en-US'}",,https://deliverydrive.my.canva.site/cafeterialaestacion
220,"C. 90 586, Sambulá, 97259 Mérida, Yuc., Mexico","{'latitude': 20.9604402, 'longitude': -89.6430701}",5.0,OPERATIONAL,4.0,"{'text': 'Frappería Árendelle', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,https://m.facebook.com/profile.php?id=570509796962289&ref=content_filter
221,"calle 39, 384 x 28 y 30, Av Juan Pablo II, Mulsay, 97249 Mérida, Yuc., Mexico","{'latitude': 20.9644568, 'longitude': -89.6445167}",,OPERATIONAL,,"{'text': 'Frapperez cafetería y resposteria', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
222,"C. 59 584, entre 72 y 74, Barrio de Santiago, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.9698945, 'longitude': -89.6312615}",4.5,OPERATIONAL,2112.0,"{'text': 'Café Montejo', 'languageCode': 'en'}","{'text': 'Restaurant', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://www.facebook.com/CafeMontejoMerida
223,"C. 63 501, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.9667934, 'longitude': -89.62494919999999}",4.6,OPERATIONAL,285.0,"{'text': 'Café Central Mid', 'languageCode': 'es'}","{'text': 'Cafeteria', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
224,"C. 59 572, entre 72 Y 74, Barrio de Santiago, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.969762799999998, 'longitude': -89.63082800000001}",4.6,OPERATIONAL,1008.0,"{'text': 'Placer & Delirio', 'languageCode': 'es'}","{'text': 'Bakery', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://placerydelirio.com/
225,"C. 63 544-x 68, Parque Santiago, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.967196599999998, 'longitude': -89.6284316}",4.9,OPERATIONAL,167.0,"{'text': 'Gato Gordo Café', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
226,"Calle 59 #538 por 66 y 68, Barrio de Santiago, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.969324, 'longitude': -89.62731409999999}",4.6,OPERATIONAL,1314.0,"{'text': 'Manifesto Casa Tostadora Calabrese', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",http://store.manifesto.mx/
227,"C. 59 524, Parque Santiago, Centro, 97000 Centro, Yuc., Mexico","{'latitude': 20.969163599999998, 'longitude': -89.6262543}",4.9,OPERATIONAL,292.0,"{'text': 'Caffè del Centro', 'languageCode': 'it'}","{'text': 'Ice Cream Shop', 'languageCode': 'en-US'}",,https://www.instagram.com/caffedelcentromerida
228,"C. 70 530, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.962225999999998, 'longitude': -89.6306792}",3.3,OPERATIONAL,202.0,"{'text': 'Café Petropolys', 'languageCode': 'es'}","{'text': 'Restaurant', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
229,"Calle 67 534, Centro, 97000 Centro, Yuc., Mexico","{'latitude': 20.963599199999997, 'longitude': -89.6265439}",4.2,OPERATIONAL,355.0,"{'text': 'Café La Habana San Juan', 'languageCode': 'es'}","{'text': 'Mexican Restaurant', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
230,"97000, Barrio de Santiago, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.970862999999998, 'longitude': -89.6295849}",4.9,OPERATIONAL,47.0,"{'text': 'Al Taglio Pizza & Caffe', 'languageCode': 'es'}","{'text': 'Pizza Restaurant', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",
231,"C. 59 558, Barrio de Santiago, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.9696072, 'longitude': -89.6290558}",3.9,OPERATIONAL,18.0,"{'text': 'Cafeteria 59', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
232,"C. 64 520-local 403, entre 66, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.9646749, 'longitude': -89.6263738}",5.0,OPERATIONAL,1.0,"{'text': 'COFFE Y BITES', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
233,"C. 61 516, Centro, 97000 Centro, Yuc., Mexico","{'latitude': 20.967880299999997, 'longitude': -89.62532220000001}",4.1,OPERATIONAL,79.0,"{'text': 'Churrería Porfirio Centro Mérida', 'languageCode': 'en'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",http://bio.link/churreriaporfirio
234,"Calle 62 562, Merida, Centro, 97000 Centro, Yuc., Mexico","{'latitude': 20.9615075, 'longitude': -89.62545449999999}",4.5,OPERATIONAL,132.0,"{'text': 'La Kombuchería', 'languageCode': 'es'}","{'text': 'Vegetarian Restaurant', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
235,"C. 61 514, entre 64 y 62, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.968020400000004, 'longitude': -89.6252197}",4.3,OPERATIONAL,129.0,"{'text': 'Bubbaplop!', 'languageCode': 'es'}","{'text': 'Tea House', 'languageCode': 'en-US'}",,
236,"C. 70, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.9647461, 'longitude': -89.63030760000001}",4.5,OPERATIONAL,376.0,"{'text': 'La 70', 'languageCode': 'en'}","{'text': 'Mexican Restaurant', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://www.cafeteriala70.com/
237,"C. 59 565-con 72, Barrio de Santiago, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.9699386, 'longitude': -89.630572}",4.6,OPERATIONAL,9.0,"{'text': 'Cookilove', 'languageCode': 'en'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,https://cookilove.com/
238,"C. 57 582C, Barrio de Santiago, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.971715099999997, 'longitude': -89.6325992}",5.0,OPERATIONAL,27.0,"{'text': 'manier café', 'languageCode': 'en'}","{'text': 'Restaurant', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://www.manier.mx/
239,"Calle 62. 479 x 55 y 57 Centro, Second floor, Santa Lucía, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.970081699999998, 'longitude': -89.6238211}",4.8,OPERATIONAL,696.0,"{'text': 'Sempere libros y café', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
