,formattedAddress,location,rating,businessStatus,userRatingCount,displayName,primaryTypeDisplayName,priceRange,websiteUri
0,"C. 27 117, San Lorenzo, Umán, 97390 Umán, Yuc., Mexico","{'latitude': 20.894740499999997, 'longitude': -89.7314854}",5.0,OPERATIONAL,2.0,"{'text': 'Frappe shop suc san lorenzo', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
1,"C. 27 131, San Lorenzo, Umán, 97390 Umán, Yuc., Mexico","{'latitude': 20.8945503, 'longitude': -89.732288}",3.0,OPERATIONAL,5.0,"{'text': 'Panucheria Doña Yolí', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
2,"C. 20, Umán, 97390 Umán, Yuc., Mexico","{'latitude': 20.8915676, 'longitude': -89.73026759999999}",5.0,OPERATIONAL,1.0,"{'text': 'Taquería mi Angel', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
3,"Campeche-Mérida 11592, 97392 Mérida, Yuc., Mexico","{'latitude': 20.8941657, 'longitude': -89.69346639999999}",,OPERATIONAL,,"{'text': 'Barra andatti Gourmet Santa Cruz', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
4,"C. 40a 823c, Piedra de Agua, 97392 Umán, Yuc., Mexico","{'latitude': 20.9021989, 'longitude': -89.6958089}",,OPERATIONAL,,"{'text': 'Antojeria', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
5,"97300 San Marcos Sustentable, 97300 Mérida, Yuc., Mexico","{'latitude': 20.900779, 'longitude': -89.6664215}",5.0,OPERATIONAL,5.0,"{'text': 'NIÑOS SANTOS CAFÉ GOURMET', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
6,"Av. 41 No. 627-E x 34 y 36, Fracc Piedra de Agua, 97295 Umán, Yuc., Mexico","{'latitude': 20.892982399999998, 'longitude': -89.6705995}",,OPERATIONAL,,"{'text': 'La Familia Fit Club', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
7,"97295 Merida, Yucatan, Mexico","{'latitude': 20.898615600000003, 'longitude': -89.66505029999999}",4.5,OPERATIONAL,14.0,"{'text': ""Moheno's Café"", 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
8,"97297, San Antonio Xluch III, 97297 Mérida, Yuc., Mexico","{'latitude': 20.8998015, 'longitude': -89.649911}",5.0,OPERATIONAL,1.0,"{'text': 'Cherry Whispers: Lushbar Coffee', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
9,"C. 191 1, Guadalupana, 97315 Mérida, Yuc., Mexico","{'latitude': 20.8954217, 'longitude': -89.63660670000002}",5.0,OPERATIONAL,4.0,"{'text': 'Cafeteria 191', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
10,"C. 179 522, Plan de Ayala II, 97285 Mérida, Yuc., Mexico","{'latitude': 20.900927199999998, 'longitude': -89.6207714}",4.5,OPERATIONAL,4.0,"{'text': 'Yo elijo Mara', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
11,"C. 50 entre Calle 171, Plan de Ayala Sur, 97285 Mérida, Yuc., Mexico","{'latitude': 20.9047751, 'longitude': -89.6184792}",5.0,OPERATIONAL,15.0,"{'text': 'Efrappé', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",
12,"Municipio de Kanasín C 5b int 32 #291, frac Santa ana, 97376 Kanasin, Yuc., Mexico","{'latitude': 20.896414399999998, 'longitude': -89.5450458}",5.0,OPERATIONAL,1.0,"{'text': 'Nube', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
13,"C. 52 diag x 23 y 52a Núm 439F, Gran Calzada etapa 1, 97390 Umán, Yuc., Mexico","{'latitude': 20.917548300000004, 'longitude': -89.7138567}",,OPERATIONAL,,"{'text': 'Frappé Time', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,https://www.facebook.com/profile.php?id=100085277985557&mibextid=ZbWKwL
14,"C. 56 entre 23 y 23a, paseos de, Itzincab, 97392 Mérida, Yuc., Mexico","{'latitude': 20.9159579, 'longitude': -89.7026016}",,OPERATIONAL,,"{'text': 'Único cafetería', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
15,"97392 Paseos de, Itzincab, 97392 Umán, Yuc., Mexico","{'latitude': 20.9171628, 'longitude': -89.6955377}",4.7,OPERATIONAL,16.0,"{'text': 'Tulios repostería, coffee and snacks', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
16,"C. 31 40, Itzincab, 97392 Itzincab, Yuc., Mexico","{'latitude': 20.9123341, 'longitude': -89.6928306}",4.5,OPERATIONAL,2.0,"{'text': 'Waffleria la terraza', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
17,"71x 73, El Roble Agrícola, 97295 Mérida, Yuc., Mexico","{'latitude': 20.9075046, 'longitude': -89.67659359999999}",,OPERATIONAL,,"{'text': 'Taquería el tolok', 'languageCode': 'es'}","{'text': 'Restaurant', 'languageCode': 'en-US'}",,
18,"Calle 63-C 356 97255, entre 10 y 14, col roble, San Marcos Nocoh I, 97255 Mérida, Yuc., Mexico","{'latitude': 20.912180199999998, 'longitude': -89.673693}",5.0,OPERATIONAL,3.0,"{'text': 'Kapola Café', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,https://www.facebook.com/kapolacafe
19,"Calle 173 S.N, C. 173 S. N, entre Calle 90A, Sin Nombre de Col 18, 97297 Mérida, Yuc., Mexico","{'latitude': 20.906694299999998, 'longitude': -89.65199}",5.0,OPERATIONAL,3.0,"{'text': 'Frappés Patito', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
20,"Sin Nombre de Col 18, 97297 Mérida, Yuc., Mexico","{'latitude': 20.9128664, 'longitude': -89.6540265}",4.5,OPERATIONAL,2.0,"{'text': 'Casita De Lis Y Noé', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
21,"C. 86 306A-x 153a y 155, Emiliano Zapata Sur II, 97297 Mérida, Yuc., Mexico","{'latitude': 20.9178146, 'longitude': -89.6461065}",,OPERATIONAL,,"{'text': 'Dulce tentación', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
22,"C 86, C. 171-A Supermanzana lll entre 171 y 171a, emiliano zapata sur, 97297 Mérida, Yuc., Mexico","{'latitude': 20.907900899999998, 'longitude': -89.6485812}",,OPERATIONAL,,"{'text': 'DORADIITAS MID', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
23,"C. 157, Emiliano Zapata Sur II, 97297 Mérida, Yuc., Mexico","{'latitude': 20.916243899999998, 'longitude': -89.6444686}",5.0,OPERATIONAL,4.0,"{'text': 'Frappech', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
24,"C. 86 3480, Emiliano Zapata Sur III, 97297 Mérida, Yuc., Mexico","{'latitude': 20.9123141, 'longitude': -89.64732289999999}",5.0,OPERATIONAL,5.0,"{'text': 'CHIFS Frappes & Snakcs', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",
25,"C. 86 403A, Emiliano Zapata Sur III, 97297 Mérida, Yuc., Mexico","{'latitude': 20.9122962, 'longitude': -89.6475708}",5.0,OPERATIONAL,2.0,"{'text': ""Snack's HAPPY BEAR"", 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
26,"C. 149 327, San José Tecoh II, 97298 Mérida, Yuc., Mexico","{'latitude': 20.9145741, 'longitude': -89.6355066}",4.7,OPERATIONAL,23.0,"{'text': 'Sabor y Café', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
27,"C. 145 288-56 y 58, San José Tecoh II, 97298 Mérida, Yuc., Mexico","{'latitude': 20.915677, 'longitude': -89.6317806}",,OPERATIONAL,,"{'text': 'Un café pendiente', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
28,"C. 50 427-A-por 167 y 179, Plan de Ayala Sur, 97285 Mérida, Yuc., Mexico","{'latitude': 20.9061089, 'longitude': -89.6188703}",5.0,OPERATIONAL,1.0,"{'text': 'Cafetería San Carlos', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
29,"Calle 161 E 238. Fracc. San José tzal, 97285 Mérida, Yuc., Mexico","{'latitude': 20.908770999999998, 'longitude': -89.616129}",,OPERATIONAL,,"{'text': 'MigueLilos Frappés & bites Sur. Suc. Fracc san josé tzal', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
30,"Plan de Ayala Sur, 97285 Mérida, Yuc., Mexico","{'latitude': 20.9070291, 'longitude': -89.6215666}",,OPERATIONAL,,"{'text': 'El rinconcito del tío chirley', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,https://www.facebook.com/marcos.hau.150632?mibextid=ZbWKwL
31,"C. 50ᴮ 321, Plan de Ayala Sur, 97285 Mérida, Yuc., Mexico","{'latitude': 20.9080717, 'longitude': -89.6213667}",5.0,OPERATIONAL,1.0,"{'text': 'Lonchera Naomi', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
32,"C. 145 D 894, Villa Magna del Sur, 97285 Mérida, Yuc., Mexico","{'latitude': 20.917187, 'longitude': -89.6171001}",,OPERATIONAL,,"{'text': ""Buster's Frappés"", 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
33,"C. 42 370, 97370 San Antonio, Yuc., Mexico","{'latitude': 20.9117455, 'longitude': -89.6017901}",5.0,OPERATIONAL,2.0,"{'text': 'Malteadas y frappes la 42 x 21', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
34,"30k 673 depto 11 x 181c, Cielo alto, 97375 Mérida, Yuc., Mexico","{'latitude': 20.9093288, 'longitude': -89.5963113}",5.0,OPERATIONAL,1.0,"{'text': 'frappé TIME', 'languageCode': 'es'}","{'text': 'Cafeteria', 'languageCode': 'en-US'}",,
35,"Cielo alto, 97370 Kanasín, Yucatan, Mexico","{'latitude': 20.9111133, 'longitude': -89.59124650000001}",5.0,OPERATIONAL,1.0,"{'text': 'La Casa del Café', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
36,"Calle 5E #300-11 x 74 y, C. 74, Fraccionamiento Santa Ana, 97000 Mérida, Yuc., Mexico","{'latitude': 20.9093683, 'longitude': -89.570785}",5.0,OPERATIONAL,1.0,"{'text': 'Antojable MID', 'languageCode': 'es'}","{'text': 'Cafeteria', 'languageCode': 'en-US'}",,https://www.facebook.com/Antojablemid/
37,"C. 73 Supermanzana × 75 Manzana A "" # 485, col, Santa Isabel, 97373 Kanasín, Yuc., Mexico","{'latitude': 20.9182718, 'longitude': -89.57864350000001}",4.7,OPERATIONAL,41.0,"{'text': 'Sala de Eventos Sociales V I N T A G E', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
38,"Calle 17B #864 x 12B y 12D Los Faisanes de, Mulchechén, 97314 Tixcacal, Yuc., Mexico","{'latitude': 20.9162391, 'longitude': -89.58371389999999}",4.0,OPERATIONAL,2.0,"{'text': 'Heladería Snoopy & Snacks', 'languageCode': 'es'}","{'text': 'Dessert Shop', 'languageCode': 'en-US'}",,
39,"Kanasín Municipality, 97370 Kanasín, Yucatan, Mexico","{'latitude': 20.9092196, 'longitude': -89.5680124}",5.0,OPERATIONAL,5.0,"{'text': 'Frappes Anie', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
40,"C. 5E 294, entre 76, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9087186, 'longitude': -89.5700061}",,OPERATIONAL,,"{'text': 'Tonic Life Santa Ana', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
41,"C. 52 Manzana nuero 442 por 15 d y 17, Acim, 97390 Umán, Yuc., Mexico","{'latitude': 20.921699399999998, 'longitude': -89.7124482}",,OPERATIONAL,,"{'text': 'Antojitos la lupita', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
42,"C. 20 entre 33 y 31, Álvaro Torre Díaz, 97256 Mérida, Yuc., Mexico","{'latitude': 20.9259593, 'longitude': -89.6801531}",3.7,OPERATIONAL,14.0,"{'text': 'SushiChill', 'languageCode': 'es'}","{'text': 'Restaurant', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
43,"C. 19, Cd Industrial, 97288 Mérida, Yuc., Mexico","{'latitude': 20.9307661, 'longitude': -89.6797091}",5.0,OPERATIONAL,8.0,"{'text': 'Comedor y cafetería san judas tadeo', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
44,"C. 26, Graciano Ricalde, 97256 Mérida, Yuc., Mexico","{'latitude': 20.926767299999998, 'longitude': -89.6832864}",5.0,OPERATIONAL,4.0,"{'text': 'Freeze monkey', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
45,"C. 35 Diagonal 448h, Graciano Ricalde, 97210 Mérida, Yuc., Mexico","{'latitude': 20.9245087, 'longitude': -89.6840776}",5.0,OPERATIONAL,37.0,"{'text': 'Mr.Frapp', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",https://www.facebook.com/profile.php?id=100091638285393&mibextid=ZbWKwL
46,"C. 45 409, El Roble, 97255 Mérida, Yuc., Mexico","{'latitude': 20.9207498, 'longitude': -89.6805229}",5.0,OPERATIONAL,7.0,"{'text': 'Bimbo', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
47,"C. 47 s/n-x 20 y 22, El Roble, 97255 Mérida, Yuc., Mexico","{'latitude': 20.9188686, 'longitude': -89.67793809999999}",4.8,OPERATIONAL,6.0,"{'text': 'Frappería y Cafetería Masha', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,https://www.facebook.com/profile.php?id=100088856175924&mibextid=ZbWKwL
48,"C. 47 x 16 y 18, El Roble Agrícola, 97295 Mérida, Yuc., Mexico","{'latitude': 20.9185429, 'longitude': -89.67539359999999}",,OPERATIONAL,,"{'text': 'Capycafé Roble', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
49,"C. 20, El Roble Agrícola, 97255 Mérida, Yuc., Mexico","{'latitude': 20.9212235, 'longitude': -89.6776225}",,OPERATIONAL,,"{'text': 'Frappería y Snacks "" Los 3 ulises""', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
50,"calle 151a por 88 y 88a, Emiliano Zapata Sur II, 97297 Mérida, Yuc., Mexico","{'latitude': 20.9189492, 'longitude': -89.6491382}",3.9,OPERATIONAL,12.0,"{'text': 'Snoopy Frapp Frappes del parque', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
51,"C. 90 200, Emiliano Zapata Sur L, 97297 Mérida, Yuc., Mexico","{'latitude': 20.9229502, 'longitude': -89.6503171}",5.0,OPERATIONAL,4.0,"{'text': 'Aroma cafetero', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
52,"Calle 54 834, San José Tecoh, 97299 Mérida, Yuc., Mexico","{'latitude': 20.924471099999998, 'longitude': -89.6270978}",5.0,OPERATIONAL,5.0,"{'text': 'Bendita Tentación', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
53,"Calle 137 & Calle 68, San Antonio Xluch I, 97290 Mérida, Yuc., Mexico","{'latitude': 20.9226737, 'longitude': -89.6342011}",,OPERATIONAL,,"{'text': 'Astral Dream Frapperia', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
54,"C. 131, Cinco Colonias, 97280 Mérida, Yuc., Mexico","{'latitude': 20.9267883, 'longitude': -89.62134549999999}",4.4,OPERATIONAL,255.0,"{'text': 'Frappuchos', 'languageCode': 'en'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",
55,"C. 129ᴮ 256, Serapio Rendón, 97285 Mérida, Yuc., Mexico","{'latitude': 20.928006, 'longitude': -89.6166381}",5.0,OPERATIONAL,12.0,"{'text': 'Ali’s Snacks Box', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
56,"D entre 133 y 135 46, Serapio Rendón III, 97285 Mérida, Yuc., Mexico","{'latitude': 20.925435099999998, 'longitude': -89.6169512}",5.0,OPERATIONAL,29.0,"{'text': 'Mi Café Hogar', 'languageCode': 'es'}","{'text': 'Food', 'languageCode': 'en-US'}",,
57,"Cinco Co, 841 x, C. 50 125 y 127, Cinco Colonias, 97280 Mérida, Yuc., Mexico","{'latitude': 20.929261099999998, 'longitude': -89.6204881}",,OPERATIONAL,,"{'text': 'Dulce Dúo', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
58,"C. 123 148, Zazil-Há, 97298 Mérida, Yuc., Mexico","{'latitude': 20.9306175, 'longitude': -89.6216735}",4.9,OPERATIONAL,9.0,"{'text': 'café Vainilla', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
59,"Perif. de Mérida Lic. Manuel Berzunza 134, San Aroldo, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9277281, 'longitude': -89.597787}",4.8,OPERATIONAL,24.0,"{'text': 'Cafetería Juan Loco', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
60,"Calle 139 #275 x 48 y 46, San Nicolás del Sur, 97289 Mérida, Yuc., Mexico","{'latitude': 20.9259737, 'longitude': -89.610682}",4.8,OPERATIONAL,50.0,"{'text': '""TROPICAL"" Frappés, Crepas y Snacks', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",https://www.facebook.com/Tropical-426501237558035/
61,"C. 137 205, San Nicolás del Sur, 97289 Mérida, Yuc., Mexico","{'latitude': 20.9271106, 'longitude': -89.60788409999999}",4.1,OPERATIONAL,127.0,"{'text': 'El callejón del hambre', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
62,"C. 139 199, entre 42 y 44, San Nicolás del Sur, 97289 Mérida, Yuc., Mexico","{'latitude': 20.9265948, 'longitude': -89.6075086}",5.0,OPERATIONAL,6.0,"{'text': 'La Casita de Padme', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",https://www.facebook.com/lacasitadepadmemid
63,"131, Calle 42-D 212, San Nicolás del Sur, 97289 Mérida, Yuc., Mexico","{'latitude': 20.927679899999998, 'longitude': -89.60846719999999}",3.3,OPERATIONAL,7.0,"{'text': 'Barra andatti Gourmet Serapio Rendón', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
64,"C. 61 275-por 58 y 60, Mulchechén, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9279655, 'longitude': -89.58632159999999}",4.9,OPERATIONAL,12.0,"{'text': 'Kadis: Frappes, Snacks & Más...', 'languageCode': 'es'}","{'text': 'Cafeteria', 'languageCode': 'en-US'}",,
65,"Calle 73 #133A x 78 y 80, Cecilio Chí, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9216732, 'longitude': -89.5966617}",5.0,OPERATIONAL,1.0,"{'text': 'La terraza loca', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,https://www.facebook.com/profile.php?id=100089380458907&mibextid=kFxxJD
66,"C. 58 316, Mulchechén, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9305912, 'longitude': -89.588445}",5.0,OPERATIONAL,2.0,"{'text': 'BROTHERS (LUNCH & COFEE)', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
67,"Granjas, Reparto Granjas, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9317301, 'longitude': -89.58916529999999}",5.0,OPERATIONAL,1.0,"{'text': 'Desayunos DOÑA ESA', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
68,"C. 60 605, Santa Isabel, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.921837399999998, 'longitude': -89.5809115}",4.7,OPERATIONAL,14.0,"{'text': 'Frapperia la vecinita', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
69,"Santa Isabel, 97373 Kanasín, Yuc., Mexico","{'latitude': 20.922580699999997, 'longitude': -89.57982319999999}",5.0,OPERATIONAL,6.0,"{'text': 'Frappería el encanto', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
70,"C. 54, Granjas, Reparto Granjas, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9267207, 'longitude': -89.58147029999999}",4.5,OPERATIONAL,23.0,"{'text': 'Cafetería Diamantis', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://www.facebook.com/share/1Lgdewdub3/?mibextid=wwXIfr
71,"Calle 32 & Calle 37 Diagonal, Croc, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9319287, 'longitude': -89.56675369999999}",3.6,OPERATIONAL,281.0,"{'text': 'Coffee Zone', 'languageCode': 'en'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
72,"C. 27 367, Héctor Victoria, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9279333, 'longitude': -89.5625039}",5.0,OPERATIONAL,3.0,"{'text': 'Dulce Chamoy', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,https://www.instagram.com/dc_dulcechamoy?igsh=bTF0dTkxenYwbnJj
73,"C. 20 113-A, Centro, 97314 Mérida, Yuc., Mexico","{'latitude': 20.9311708, 'longitude': -89.5582257}",5.0,OPERATIONAL,1.0,"{'text': 'Canche Chan María Del Carmen', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
74,"16 número 116-por 25 y 27, Centro, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9318086, 'longitude': -89.55584619999999}",5.0,OPERATIONAL,1.0,"{'text': 'DACHIMID', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
75,"C. 41-B 135, Centro, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.924473199999998, 'longitude': -89.5565074}",5.0,OPERATIONAL,1.0,"{'text': 'Neko-chan', 'languageCode': 'es'}","{'text': 'Ice Cream Shop', 'languageCode': 'en-US'}",,
76,"Calle 5 & Calle 4, Vivah, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9263255, 'longitude': -89.5509573}",,OPERATIONAL,,"{'text': 'Delicias Vey. Creperia', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
77,"C. 8-B 98-depto.26, entre 19 fracc. san jose, Jardines de Mulchechen, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.920693, 'longitude': -89.5424827}",,OPERATIONAL,,"{'text': 'Casa karla', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
78,"C. 15C 77n, 97375 Kanasín, Yuc., Mexico","{'latitude': 20.9294665, 'longitude': -89.5360875}",1.0,OPERATIONAL,1.0,"{'text': 'GA', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
79,"21A, Jardines de Mulchechen, VILLAS DEL BOSQUE, 97370 Acanceh, Yuc., Mexico","{'latitude': 20.9191962, 'longitude': -89.54088560000001}",,OPERATIONAL,,"{'text': 'MI DULCE TENTACIÓN', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
80,"Paseos De Mérida, 97312 Mérida, Yuc., Mexico","{'latitude': 20.9340138, 'longitude': -89.7082942}",4.8,OPERATIONAL,6.0,"{'text': 'Rapioca Mx', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
81,"Paseos De Mérida, 97312 Mérida, Yuc., Mexico","{'latitude': 20.9337894, 'longitude': -89.7071313}",4.3,OPERATIONAL,6.0,"{'text': 'Marma', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
82,"Calle 39#779B entre 8 y 10 fraccionamiento paseos de mérida tixcacal, 97394 Umán, Yuc., Mexico","{'latitude': 20.9364977, 'longitude': -89.7061245}",5.0,OPERATIONAL,2.0,"{'text': 'Aldia Coffee - Casa tostadora', 'languageCode': 'es'}","{'text': 'Wholesaler', 'languageCode': 'en-US'}",,
83,"C. 49, 97312 Yuc., Mexico","{'latitude': 20.9335305, 'longitude': -89.708727}",,OPERATIONAL,,"{'text': 'Maestro', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
84,"C. 47 794, 97312 Mérida, Yuc., Mexico","{'latitude': 20.9340616, 'longitude': -89.7065492}",,OPERATIONAL,,"{'text': 'KARMANI', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
85,"Calle 21, 97312 Tixcacal, Yuc., Mexico","{'latitude': 20.943407399999998, 'longitude': -89.7138473}",,OPERATIONAL,,"{'text': 'FRAPPECHITO', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
86,"C. 138A Diag. Manzana 1318viv.21 Lote por 139, Fraccionamiento Diamante Paseos de Opichén, 97246 Mérida, Yuc., Mexico","{'latitude': 20.9356062, 'longitude': -89.6847059}",4.5,OPERATIONAL,43.0,"{'text': 'El Esquite De Oro', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,https://www.facebook.com/Esquitedeoro
